iter	RMSE
268	0.2067693802
269	0.2064148287
270	0.206089637
271	0.2057022462
272	0.2053480141
273	0.2049404551
274	0.2045893769
275	0.2042477166
276	0.2039180094
277	0.2035364463
278	0.2031860129
279	0.2028812971
280	0.2025254053
281	0.2021887179
282	0.201856777
283	0.201545637
284	0.2012036014
285	0.2008638285
286	0.2005303154
287	0.2002044001
288	0.1998717703
289	0.1995338554
290	0.1992003183
291	0.1989076498
292	0.1985842466
293	0.198289946
294	0.1979406149
295	0.1976518167
296	0.197311585
297	0.1970151868
298	0.1967227198
299	0.1964190771
300	0.1960939376
301	0.195765307
302	0.1954796202
303	0.1951986385
304	0.1949230297
305	0.194600397
306	0.194317173
307	0.1940331337
308	0.1937000468
309	0.1934132895
310	0.1930815128
311	0.1927924088
312	0.1925004051
313	0.1922213583
314	0.1918968421
315	0.1916097202
316	0.191280802
317	0.1909680233
318	0.1906852235
319	0.1903779653
320	0.1900844602
321	0.1897959361
322	0.1895139858
323	0.1892213357
324	0.1889184176
325	0.188662262
326	0.1884091592
327	0.188130322
328	0.1878341492
329	0.187541056
330	0.1872740049
331	0.1869953232
332	0.1867055184
333	0.186422003
334	0.186133604
335	0.1859057469
336	0.1856243193
337	0.1853699577
338	0.1851009438
339	0.1848493048
340	0.1846145559
341	0.184364488
342	0.1841237844
343	0.1838663956
344	0.1836228297
345	0.183370798
346	0.1830957434
347	0.1828209043
348	0.1825547105
349	0.1823104446
350	0.1820341087
351	0.1817809376
352	0.1815217914
353	0.1812885487
354	0.1810589494
355	0.1808111013
356	0.1805438337
357	0.1802798878
358	0.1800253195
359	0.1797725056
360	0.1795285654
361	0.1793189226
362	0.1790987078
363	0.1788557005
364	0.1786321173
365	0.1784405238
366	0.1782050717
367	0.1779729811
368	0.177749356
369	0.1775813022
370	0.177343807
371	0.1771063496
372	0.176889231
373	0.1766870761
374	0.1764779143
375	0.1762372139
376	0.1759831826
377	0.1757298724
378	0.1755009615
379	0.1752624696
380	0.1750601348
381	0.1748593495
382	0.1746407036
383	0.1744231336
384	0.1741855254
385	0.17394315
386	0.1736869177
387	0.1734914847
388	0.1732726462
389	0.1730919734
390	0.1728649738
391	0.1726576653
392	0.1724323695
393	0.1722052547
394	0.1720068858
395	0.1718380728
396	0.171625957
397	0.171433332
398	0.1712233172
399	0.1709898571
400	0.1707914281
401	0.1706249911
402	0.1704257647
403	0.1702232734
404	0.1699890433
405	0.1697963024
406	0.1696066001
407	0.1693959575
408	0.1692161912
409	0.1690213568
410	0.1688239506
411	0.1685942482
412	0.1684124794
413	0.1682118844
414	0.1679779419
415	0.1678316954
416	0.1676320292
417	0.1674618011
418	0.1672577418
419	0.1670567868
420	0.1668530491
421	0.166653728
422	0.1664365306
423	0.16624771
424	0.1660495528
425	0.1658688245
426	0.1656796393
427	0.1654838228
428	0.1652990347
429	0.1651116931
430	0.1649204533
431	0.1647520474
432	0.1645721435
433	0.1643957744
434	0.1641821612
435	0.1640081067
436	0.1638262211
437	0.1636524104
438	0.1634597406
439	0.1633126531
440	0.1631225163
441	0.1629502116
442	0.1627880586
443	0.1626275116
444	0.1624687762
445	0.16230504
446	0.1621202248
447	0.1619420714
448	0.1617578192
449	0.1615821268
450	0.161433383
451	0.1612717291
452	0.1611038887
453	0.1609386101
454	0.1607885495
455	0.1606163215
456	0.1604583843
457	0.1602997742
458	0.160151558
459	0.15997408
460	0.1597982062
461	0.159624774
462	0.1594712995
463	0.159295043
464	0.1591303743
465	0.1589601597
466	0.1587937883
467	0.1586145711
468	0.1584605884
469	0.1583050559
470	0.1581389635
471	0.1579747861
472	0.1578160011
473	0.1576604011
474	0.1575262529
475	0.1573625265
476	0.15721273
477	0.1570754653
478	0.1569096822
479	0.1567605937
480	0.1566116482
481	0.1564594356
482	0.1563354212
483	0.1561834035
484	0.1560170041
485	0.1558717257
486	0.1557180037
487	0.1555764479
488	0.1554142181
489	0.1552769733
490	0.1551292584
491	0.1549712124
492	0.1548745544
493	0.1547504961
494	0.1546192669
495	0.1544716236
496	0.154328872
497	0.1541635144
498	0.1540243413
499	0.1538649361
500	0.1537095133
501	0.153560019
502	0.1534313618
503	0.1532746133
504	0.153154611
505	0.1530334664
506	0.1528848206
507	0.1527394105
508	0.1526000308
509	0.1524842439
510	0.15233891
511	0.152204288
512	0.1520511597
513	0.1519200904
514	0.1517952232
515	0.1516278463
516	0.151508608
517	0.1513779354
518	0.151263973
519	0.1511451908
520	0.1510316985
521	0.1508842164
522	0.1507401945
523	0.1506290046
524	0.1505088368
525	0.1504093367
526	0.1502710432
527	0.1501332824
528	0.150017016
529	0.1499141402
530	0.1497921306
531	0.1496764794
532	0.1495529097
533	0.1494356769
534	0.1493172352
535	0.1491795027
536	0.1490508642
537	0.1489146187
538	0.1487894665
539	0.148679626
540	0.148558954
541	0.1484148494
542	0.1482990405
543	0.1481779743
544	0.1480735665
545	0.1479633131
546	0.1478557918
547	0.1477409881
548	0.1476358642
549	0.1475389348
550	0.1474207283
551	0.1473104897
552	0.1471855764
553	0.1470638891
554	0.1469562444
555	0.146824677
556	0.1467114787
557	0.1466072123
558	0.146478018
559	0.1463452316
560	0.146229749
561	0.1461260918
562	0.1460148689
563	0.145892947
564	0.1457743951
565	0.1456695953
566	0.1455331354
567	0.1454218189
568	0.1453108599
569	0.145200895
570	0.1451018409
571	0.144990856
572	0.1448947124
573	0.1447621398
574	0.1446846126
575	0.1445721401
576	0.1444631126
577	0.1443467129
578	0.1442373558
579	0.1441313441
580	0.1440322201
581	0.1439139084
582	0.1438006362
583	0.1436899737
584	0.1435858543
585	0.1434699666
586	0.143358169
587	0.1432482358
588	0.1431466756
589	0.1430451666
590	0.1429250077
591	0.1428255718
592	0.1427118138
593	0.1425948919
594	0.1424760272
595	0.1423582665
596	0.1422604684
597	0.1421457835
598	0.1420501811
599	0.1419589033
600	0.1418395436
601	0.1417582499
602	0.1416522854
603	0.1415405777
604	0.1414231052
605	0.1413251271
606	0.1412063228
607	0.141101299
608	0.1409895414
609	0.1409063925
610	0.1408097652
611	0.140725734
612	0.1406325812
613	0.1405392051
614	0.1404427194
615	0.1403439693
616	0.1402530991
617	0.1401641836
618	0.1400691528
619	0.1399461779
620	0.1398519993
621	0.1397611498
622	0.1396808451
623	0.1395909409
624	0.1394802192
625	0.1393812279
626	0.1392903513
627	0.1391846715
628	0.1390846184
629	0.1389952498
630	0.1389158943
631	0.1388247475
632	0.1387127152
633	0.1386273128
634	0.1385511706
635	0.138464495
636	0.1383687552
637	0.1382726178
638	0.1381670506
639	0.138070715
640	0.1379736585
641	0.1378981205
642	0.1378078197
643	0.137726857
644	0.1376335235
645	0.1375177104
646	0.137443218
647	0.1373303521
648	0.1372281175
649	0.1370986692
650	0.1369932971
651	0.1369084118
652	0.1368282824
653	0.1367611364
654	0.1366817002
655	0.136590059
656	0.1365128696
657	0.1363910762
658	0.1362925977
659	0.1362166536
660	0.1361333893
661	0.1360503504
662	0.1359736489
663	0.1358862953
664	0.1357984897
665	0.1357261544
666	0.1356460015
667	0.1355662924
668	0.1354956017
669	0.1354002533
670	0.1353333106
671	0.1352660907
672	0.1351790462
673	0.1350877318
674	0.1349975263
675	0.1349294615
676	0.1348508205
677	0.1347781498
678	0.1346898538
679	0.1345932114
680	0.1344854397
681	0.1343878424
682	0.1343077189
683	0.1342308375
684	0.1341553064
685	0.1340741838
686	0.1340069563
687	0.1339158947
688	0.1338259155
689	0.1337532307
690	0.1336713771
691	0.1335892193
692	0.1335133654
693	0.1334179705
694	0.1333421154
695	0.1332542295
696	0.1331738774
697	0.1331008366
698	0.133029812
699	0.1329601797
700	0.1328916874
701	0.1328294172
702	0.132754185
703	0.1326749767
704	0.1326011719
705	0.1325071424
706	0.132441954
707	0.1323554635
708	0.1322912767
709	0.1322210785
710	0.1321759401
711	0.1320974303
712	0.1320274576
713	0.1319358835
714	0.1318748277
715	0.1318110255
716	0.1317397781
717	0.1316796088
718	0.131600125
719	0.1315301181
720	0.1314648017
721	0.1314078211
722	0.131334469
723	0.1312693741
724	0.131190727
725	0.1311275901
726	0.1310532477
727	0.1309855991
728	0.1309227805
729	0.1308667703
730	0.1307932203
731	0.1307364891
732	0.1306728939
733	0.1306103778
734	0.1305288094
735	0.130459724
736	0.1303874004
737	0.1303199935
738	0.1302281066
739	0.1301777518
740	0.1301115892
741	0.1300181322
742	0.1299495085
743	0.1298684315
744	0.1298003563
745	0.1297283536
746	0.1296506121
747	0.1295758059
748	0.1295114144
749	0.1294485462
750	0.1293992476
751	0.1293324336
752	0.1292740344
753	0.1292074373
754	0.1291410014
755	0.1290665969
756	0.1290099196
757	0.128942258
758	0.1288738228
759	0.1288156897
760	0.1287555007
761	0.1287043032
762	0.1286191652
763	0.1285512899
764	0.1285066396
765	0.1284380314
766	0.128373013
767	0.1283197485
768	0.1282559889
769	0.1281902878
770	0.1281233016
771	0.1280587171
772	0.127997854
773	0.1279429043
774	0.1278820373
775	0.1278194587
776	0.1277637332
777	0.1276992523
778	0.1276276331
779	0.1275646966
780	0.1275176328
781	0.1274535719
782	0.1273876681
783	0.1273046875
784	0.1272570885
785	0.1271878318
786	0.1271234614
787	0.1270660746
788	0.1270038514
789	0.1269544409
790	0.1269022999
791	0.1268451183
792	0.1267879576
793	0.1267154065
794	0.1266624273
795	0.1266090398
796	0.126527593
797	0.126480723
798	0.1264288835
799	0.1263784056
800	0.126314834
801	0.1262648366
802	0.1261940264
803	0.1261393574
804	0.1260557644
805	0.1259875505
806	0.1259121499
807	0.125837254
808	0.1257971964
809	0.1257442891
810	0.1256863949
811	0.1256305635
812	0.1255712049
813	0.1255189574
814	0.1254622696
815	0.1254079303
816	0.1253528263
817	0.1252801001
818	0.125202768
819	0.1251449331
820	0.1250993285
821	0.1250303147
822	0.1249737533
823	0.1249268809
824	0.1248834266
825	0.1248315931
826	0.1247783994
827	0.1247191361
828	0.1246561086
829	0.1245974381
830	0.1245532472
831	0.1244889575
832	0.1244339561
833	0.1243650628
834	0.1243050611
835	0.124248782
836	0.1241918051
837	0.1241182135
838	0.1240762847
839	0.124017479
840	0.1239448513
841	0.1238812403
842	0.1238208282
843	0.1237594474
844	0.123685076
845	0.1236290314
846	0.1235760428
847	0.1235244737
848	0.1234631389
849	0.1234159306
850	0.1233625168
851	0.1232961079
852	0.123243967
853	0.1231772493
854	0.123115227
855	0.1230806748
856	0.1230410066
857	0.1229610297
858	0.1228985325
859	0.1228375158
860	0.1227919426
861	0.1227497848
862	0.1227022025
863	0.1226544545
864	0.1226122475
865	0.1225526331
866	0.1225050055
867	0.1224545464
868	0.1223900156
869	0.1223402059
870	0.1222817487
871	0.1222417195
872	0.1221823459
873	0.1221326383
874	0.122073104
875	0.1220148227
876	0.1219669135
877	0.1219212829
878	0.1218810321
879	0.1218304374
880	0.1217844226
881	0.1217304277
882	0.1216829836
883	0.1216195122
884	0.1215621859
885	0.1215144567
886	0.1214821754
887	0.1214391281
888	0.1213926676
889	0.1213487166
890	0.1212804594
891	0.1212127167
892	0.1211631092
893	0.1211186049
894	0.1210814883
895	0.1210387901
896	0.1210026464
897	0.1209488941
898	0.120906878
899	0.1208534201
900	0.1208161655
901	0.1207726919
902	0.1207035091
903	0.1206557128
904	0.1206116247
905	0.1205543526
906	0.1205091603
907	0.120459996
908	0.1204189335
909	0.1203683511
910	0.1203138567
911	0.1202647242
912	0.12021406
913	0.1201679387
914	0.1201221221
915	0.1200741478
916	0.1200305763
917	0.1199910206
918	0.1199515532
919	0.1199127979
920	0.119866239
921	0.1198221548
922	0.1197812114
923	0.1197401002
924	0.1196841143
925	0.1196263905
926	0.1195890336
927	0.1195479609
928	0.1194962204
929	0.11943802
930	0.1193817608
931	0.1193428122
932	0.1193034655
933	0.1192678157
934	0.1192362648
935	0.1191996709
936	0.1191602576
937	0.1191220342
938	0.1190708373
939	0.1190211258
940	0.11897088
941	0.1189298089
942	0.118893955
943	0.1188615067
944	0.1188157138
945	0.1187899793
946	0.1187390315
947	0.1187072764
948	0.1186660581
949	0.118637017
950	0.118593978
951	0.1185446743
952	0.1185096399
953	0.1184547696
954	0.1183977318
955	0.1183526284
956	0.1183157951
957	0.118253844
958	0.1182151368
959	0.1181738819
960	0.1181373539
961	0.1180701723
962	0.1180392872
963	0.1179986351
964	0.1179697963
965	0.1179337225
966	0.1178921453
967	0.1178520155
968	0.1178047639
969	0.1177745816
970	0.1177301796
971	0.1176780463
972	0.1176367766
973	0.1175968483
974	0.117563691
975	0.1175237269
976	0.117472537
977	0.117440354
978	0.1173998577
979	0.1173384416
980	0.1173046697
981	0.117259903
982	0.1172106257
983	0.1171633235
984	0.1171106604
985	0.1170822057
986	0.1170353126
987	0.1169960246
988	0.1169585811
989	0.1169300971
990	0.116881627
991	0.1168420588
992	0.1167952815
993	0.1167638438
994	0.1167062566
995	0.116666207
996	0.116625956
997	0.1165801333
998	0.1165507059
999	0.1164887974
1000	0.1164569043
1001	0.1164213874
1002	0.1163840827
1003	0.116345525
1004	0.1163125891
1005	0.1162701797
1006	0.116233934
1007	0.1161953608
1008	0.1161554574
1009	0.1161059924
1010	0.1160768783
1011	0.1160392731
1012	0.1160062636
1013	0.1159670236
1014	0.1159311627
1015	0.1158935093
1016	0.1158621519
1017	0.1158237288
1018	0.1157792557
1019	0.115746921
1020	0.1157141547
1021	0.1156734428
1022	0.115639802
1023	0.1155897936
1024	0.1155557547
1025	0.1155215533
1026	0.1154857053
1027	0.1154487669
1028	0.1154099267
1029	0.1153662838
1030	0.115329018
1031	0.1152835733
1032	0.1152441741
1033	0.1152161314
1034	0.1151829799
1035	0.1151507044
1036	0.1151183427
1037	0.1150902413
1038	0.1150574397
1039	0.1150195814
1040	0.1149847778
1041	0.1149475031
1042	0.1149108718
1043	0.1148740788
1044	0.1148430663
1045	0.1148029441
1046	0.1147721714
1047	0.1147298145
1048	0.1146909769
1049	0.1146618159
1050	0.1146287976
1051	0.1145893726
1052	0.1145439274
1053	0.1145144823
1054	0.1144704524
1055	0.1144237614
1056	0.1143763378
1057	0.1143486899
1058	0.1143036221
1059	0.1142598984
1060	0.1142346675
1061	0.1141808448
1062	0.1141380344
1063	0.11410418
1064	0.114073749
1065	0.1140415905
1066	0.1140149848
1067	0.1139847614
1068	0.1139538903
1069	0.1139102877
1070	0.1138758705
1071	0.1138462844
1072	0.1138032316
1073	0.1137682129
1074	0.1137413987
1075	0.1137055038
1076	0.1136701997
1077	0.1136332917
1078	0.1136113426
1079	0.1135889423
1080	0.1135493724
1081	0.1135080926
1082	0.1134749752
1083	0.1134436255
1084	0.1134074001
1085	0.1133776134
1086	0.1133391047
1087	0.1133076427
1088	0.1132649521
1089	0.1132336548
1090	0.1132032831
1091	0.1131557405
1092	0.1131065825
1093	0.113074661
1094	0.113036132
1095	0.1130150377
1096	0.1129797744
1097	0.1129422268
1098	0.1129128027
1099	0.1128810411
1100	0.1128494159
1101	0.1128024883
1102	0.1127614419
1103	0.1127285864
1104	0.1126873534
1105	0.1126633062
1106	0.1126105158
1107	0.1125776878
1108	0.1125502142
1109	0.1125123728
1110	0.1124858127
1111	0.1124527516
1112	0.1124212351
1113	0.1123842253
1114	0.112353582
1115	0.1123207086
1116	0.1122902237
1117	0.1122594744
1118	0.1122294073
1119	0.1122025172
1120	0.1121727351
1121	0.1121330355
1122	0.1121013884
1123	0.1120613782
1124	0.1120346711
1125	0.1120029037
1126	0.1119708285
1127	0.1119211693
1128	0.1118881516
1129	0.1118577677
1130	0.1118225583
1131	0.1117922154
1132	0.1117725497
1133	0.1117472893
1134	0.1117003581
1135	0.111673053
1136	0.1116346356
1137	0.1115992807
1138	0.1115698943
1139	0.1115462251
1140	0.1115171136
1141	0.111483926
1142	0.1114516787
1143	0.1114173538
1144	0.1113757511
1145	0.1113327438
1146	0.111302925
1147	0.1112730132
1148	0.1112417395
1149	0.1112177448
1150	0.1111857498
1151	0.1111555099
1152	0.1111221821
1153	0.1110934981
1154	0.1110712195
1155	0.1110346359
1156	0.1110106126
1157	0.1109792018
1158	0.1109502908
1159	0.1109175885
1160	0.1108973526
1161	0.1108657253
1162	0.1108330238
1163	0.1108063847
1164	0.1107797864
1165	0.1107485118
1166	0.1107132596
1167	0.1106897414
1168	0.1106629673
1169	0.1106198022
1170	0.1105820816
1171	0.1105486165
1172	0.1105120482
1173	0.11048417
1174	0.1104566306
1175	0.1104345458
1176	0.1103976858
1177	0.1103552766
1178	0.110325533
1179	0.1102972155
1180	0.1102683475
1181	0.1102433696
1182	0.1102140174
1183	0.1101816926
1184	0.1101521879
1185	0.1101344004
1186	0.1101107806
1187	0.1100857585
1188	0.1100566309
1189	0.1100266119
1190	0.1100023185
1191	0.1099754514
1192	0.1099449309
1193	0.1099214607
1194	0.1099091265
1195	0.1098818897
1196	0.1098557159
1197	0.1098262808
1198	0.1097842039
1199	0.1097513365
1200	0.1097270397
1201	0.1097056461
1202	0.109673505
1203	0.1096513912
1204	0.1096228861
1205	0.109598651
1206	0.1095799176
1207	0.1095513593
1208	0.1095202699
1209	0.1094907271
1210	0.1094628866
1211	0.1094308552
1212	0.10941009
1213	0.1093791037
1214	0.1093579015
1215	0.1093369114
1216	0.1093095188
1217	0.1092836468
1218	0.1092525089
1219	0.1092246941
1220	0.1091932139
1221	0.1091581232
1222	0.1091296976
1223	0.1090991585
1224	0.1090630185
1225	0.1090363017
1226	0.109007402
1227	0.1089675896
1228	0.1089434657
1229	0.1089233934
1230	0.1088938462
1231	0.1088699706
1232	0.1088412659
1233	0.1088179328
1234	0.1087904613
1235	0.1087651921
1236	0.1087426259
1237	0.1087198502
1238	0.1087067898
1239	0.1086786746
1240	0.1086518774
1241	0.1086129979
1242	0.1085912415
1243	0.1085640683
1244	0.1085371053
1245	0.1085113597
1246	0.1084821604
1247	0.1084633442
1248	0.1084382181
1249	0.1084080087
1250	0.1083799154
1251	0.1083442623
1252	0.1083189406
1253	0.1082919732
1254	0.1082643071
1255	0.1082303608
1256	0.1081965824
1257	0.1081741286
1258	0.1081419391
1259	0.1081129795
1260	0.1080859049
1261	0.1080492756
1262	0.1080167656
1263	0.1079825135
1264	0.1079470452
1265	0.107919925
1266	0.1078883719
1267	0.1078604649
1268	0.10782343
1269	0.1077982457
1270	0.1077574418
1271	0.10773389
1272	0.1076995649
1273	0.1076751859
1274	0.1076414961
1275	0.1075965314
1276	0.1075691276
1277	0.1075460943
1278	0.10752143
1279	0.1074903045
1280	0.1074640897
1281	0.1074350118
1282	0.1074123795
1283	0.1073854712
1284	0.1073499823
1285	0.1073138853
1286	0.107275226
1287	0.1072489495
1288	0.1072318103
1289	0.1071995599
1290	0.1071730329
1291	0.1071502308
1292	0.1071166141
1293	0.1070906192
1294	0.1070640015
1295	0.1070354048
1296	0.1070007346
1297	0.1069793969
1298	0.1069563322
1299	0.1069302333
1300	0.1069098977
1301	0.1068835303
1302	0.1068633095
1303	0.1068433604
1304	0.1068153875
1305	0.1067906895
1306	0.1067612413
1307	0.1067338819
1308	0.1067134032
1309	0.1066912406
1310	0.1066683482
1311	0.1066443038
1312	0.1066204958
1313	0.1065962594
1314	0.1065633903
1315	0.1065390464
1316	0.1065116905
1317	0.1064830735
1318	0.1064627148
1319	0.1064384074
1320	0.1064087968
1321	0.1063766909
1322	0.1063356647
1323	0.106308337
1324	0.1062790242
1325	0.1062536782
1326	0.1062246136
1327	0.106205523
1328	0.1061715914
1329	0.1061407092
1330	0.1061245945
1331	0.1060958605
1332	0.1060691278
1333	0.1060495065
1334	0.1060195071
1335	0.1059965927
1336	0.1059675744
1337	0.1059516277
1338	0.1059205439
1339	0.1058914789
1340	0.1058715121
1341	0.1058382283
1342	0.1058112892
1343	0.1057916104
1344	0.1057617236
1345	0.1057354001
1346	0.1057147468
1347	0.1057012726
1348	0.1056770996
1349	0.1056499513
1350	0.1056307495
1351	0.1056033267
1352	0.1055834319
1353	0.1055598486
1354	0.1055327469
1355	0.1055117812
1356	0.1054868015
1357	0.1054565266
1358	0.1054331316
1359	0.1054137417
1360	0.1053835756
1361	0.1053658233
1362	0.1053496959
1363	0.10532972
1364	0.1053047576
1365	0.1052757814
1366	0.1052498228
1367	0.1052252894
1368	0.1052016005
1369	0.1051737639
1370	0.1051393636
1371	0.10511567
1372	0.1050931579
1373	0.1050688431
1374	0.1050517009
1375	0.1050320015
1376	0.1050071755
1377	0.1049845782
1378	0.1049626203
1379	0.1049300645
1380	0.1049053908
1381	0.1048740187
1382	0.1048489329
1383	0.1048234658
1384	0.1047933876
1385	0.104773706
1386	0.1047520911
1387	0.1047195113
1388	0.1046889625
1389	0.1046689897
1390	0.1046447185
1391	0.1046173413
1392	0.1045985974
1393	0.1045664655
1394	0.1045362934
1395	0.10451399
1396	0.104491104
1397	0.1044616589
1398	0.1044305301
1399	0.104406266
1400	0.1043831848
1401	0.1043600451
1402	0.1043342798
1403	0.1043126932
1404	0.1042802851
1405	0.1042590557
1406	0.1042442868
1407	0.1042251543
1408	0.1042003113
1409	0.1041685078
1410	0.1041457938
1411	0.1041124907
1412	0.1040830849
1413	0.1040558366
1414	0.1040295882
1415	0.1040028709
1416	0.1039811882
1417	0.1039541737
1418	0.1039334675
1419	0.1039088114
1420	0.1038805842
1421	0.1038486503
1422	0.1038222591
1423	0.1038020199
1424	0.1037789674
1425	0.1037554295
1426	0.10372302
1427	0.1037013476
1428	0.1036797577
1429	0.1036641673
1430	0.1036460232
1431	0.103626078
1432	0.1036045727
1433	0.1035807101
1434	0.1035563948
1435	0.1035362821
1436	0.1035199199
1437	0.1034822664
1438	0.1034613551
1439	0.1034379673
1440	0.103416339
1441	0.1033918132
1442	0.10336683
1443	0.1033410863
1444	0.1033182813
1445	0.1032907574
1446	0.1032670226
1447	0.1032431941
1448	0.1032193164
1449	0.1032046303
1450	0.103183924
1451	0.1031624267
1452	0.1031378302
1453	0.1031189992
1454	0.1030979285
1455	0.1030811349
1456	0.1030569834
1457	0.1030329287
1458	0.1030102887
1459	0.1029877715
1460	0.1029644808
1461	0.1029441161
1462	0.102923235
1463	0.1028991584
1464	0.1028771053
1465	0.102860451
1466	0.1028367684
1467	0.1028117795
1468	0.1027896683
1469	0.1027640214
1470	0.1027363201
1471	0.1027129309
1472	0.1026907851
1473	0.1026602881
1474	0.1026401665
1475	0.1026172466
1476	0.1025907196
1477	0.1025662027
1478	0.1025444499
1479	0.1025249904
1480	0.1025010865
1481	0.1024830885
1482	0.1024603557
1483	0.1024312458
1484	0.1024095482
1485	0.1023870944
1486	0.1023712663
1487	0.1023425691
1488	0.1023189128
1489	0.1022965271
1490	0.1022736993
1491	0.1022532861
1492	0.1022331558
1493	0.1022006822
1494	0.1021814678
1495	0.1021508011
1496	0.102134129
1497	0.1021086842
1498	0.1020850139
1499	0.1020651828
1500	0.1020424108
1501	0.1020258918
1502	0.1020007998
1503	0.1019773194
1504	0.1019472025
1505	0.1019325734
1506	0.1019126759
1507	0.101889898
1508	0.1018655002
1509	0.101848896
1510	0.1018211206
1511	0.1017952542
1512	0.1017654085
1513	0.1017459039
