iter	RMSE
1514	0.1017323794
1515	0.1017118702
1516	0.1016847321
1517	0.1016595986
1518	0.1016455602
1519	0.1016235858
1520	0.1015962445
1521	0.101579427
1522	0.1015623611
1523	0.1015384604
1524	0.1015199517
1525	0.1014949263
1526	0.1014647787
1527	0.1014332548
1528	0.1014065038
1529	0.1013812743
1530	0.1013699044
1531	0.101349711
1532	0.1013387634
1533	0.1013107556
1534	0.1012839255
1535	0.1012656577
1536	0.1012484818
1537	0.1012301924
1538	0.1012039702
1539	0.1011810373
1540	0.1011531365
1541	0.101130813
1542	0.1011082748
1543	0.1010834029
1544	0.1010584252
1545	0.101037568
1546	0.1010162975
1547	0.1009942857
1548	0.1009740089
1549	0.1009531882
1550	0.1009363122
1551	0.1009170564
1552	0.1008877629
1553	0.1008653961
1554	0.1008392613
1555	0.1008091646
1556	0.1007926024
1557	0.1007717968
1558	0.1007521851
1559	0.1007284503
1560	0.1007021551
1561	0.1006829876
1562	0.1006640417
1563	0.1006441399
1564	0.1006210215
1565	0.1006050223
1566	0.1005870177
1567	0.1005707515
1568	0.1005521569
1569	0.1005323176
1570	0.1005214722
1571	0.1004951326
1572	0.100470337
1573	0.1004414387
1574	0.1004242496
1575	0.1004084762
1576	0.1003872288
1577	0.1003709474
1578	0.1003537961
1579	0.1003282029
1580	0.1003128547
1581	0.1002913968
1582	0.1002731819
1583	0.100255477
1584	0.1002343952
1585	0.1002160227
1586	0.1002005773
1587	0.1001807648
1588	0.1001648279
1589	0.1001484479
1590	0.1001320681
1591	0.100104074
1592	0.1000885229
1593	0.1000768084
1594	0.1000635551
1595	0.1000407719
1596	0.1000215619
1597	0.09999995426
1598	0.09998145255
1599	0.09995848326
1600	0.09993526881
1601	0.09991506194
1602	0.09989905619
1603	0.09987887075
1604	0.09985638999
1605	0.09983554661
1606	0.09980770614
1607	0.09978101964
1608	0.09976403637
1609	0.09973934428
1610	0.09972124449
1611	0.09970424008
1612	0.09968779955
1613	0.09967108592
1614	0.09965093075
1615	0.0996259636
1616	0.099602035
1617	0.09957975218
1618	0.09956390999
1619	0.09953308731
1620	0.09951429555
1621	0.09949426624
1622	0.09947597515
1623	0.09945935003
1624	0.0994432413
1625	0.09942228562
1626	0.09940492712
1627	0.09938178411
1628	0.09936344449
1629	0.09934729809
1630	0.09932409672
1631	0.09931190387
1632	0.09929318467
1633	0.09927163388
1634	0.09925766943
1635	0.09923416957
1636	0.09922311021
1637	0.0992033683
1638	0.09918331815
1639	0.09916180376
1640	0.09913756187
1641	0.0991109157
1642	0.09908981993
1643	0.09907412808
1644	0.09905911013
1645	0.09904345775
1646	0.09902552779
1647	0.09900453611
1648	0.09897576014
1649	0.09895422967
1650	0.09893148961
1651	0.09891358313
1652	0.0988920208
1653	0.09887001566
1654	0.09885484719
1655	0.09883608066
1656	0.0988179563
1657	0.09878849394
1658	0.09876922505
1659	0.09874733681
1660	0.09871592483
1661	0.0986917933
1662	0.0986802072
1663	0.09866059193
1664	0.09864303266
1665	0.09862161757
1666	0.09860684322
1667	0.09858419826
1668	0.09855972894
1669	0.09853353728
1670	0.09851032986
1671	0.09849327075
1672	0.09848123365
1673	0.09845827587
1674	0.09843088266
1675	0.09841337552
1676	0.09838578631
1677	0.09837102734
1678	0.09835805502
1679	0.0983396624
1680	0.09832286372
1681	0.09830198064
1682	0.09828063334
1683	0.09826131736
1684	0.09824372543
1685	0.09821786176
1686	0.09820077619
1687	0.09818385964
1688	0.09816847624
1689	0.09814819453
1690	0.09812413037
1691	0.09810679471
1692	0.09808431798
1693	0.09806867388
1694	0.09804588794
1695	0.09802452741
1696	0.09800742928
1697	0.0979844489
1698	0.09795826922
1699	0.09794193677
1700	0.09792235249
1701	0.09790183231
1702	0.0978786068
1703	0.09786118314
1704	0.09783881604
1705	0.09781037153
1706	0.09779204926
1707	0.09777550442
1708	0.09775905152
1709	0.09773658304
1710	0.09772473168
1711	0.09770487719
1712	0.09768822196
1713	0.09767184926
1714	0.09765118792
1715	0.0976368471
1716	0.09762281004
1717	0.09760453286
1718	0.09758745024
1719	0.09756561097
1720	0.09754397178
1721	0.09752065127
1722	0.0975078081
1723	0.09748531273
1724	0.09745854247
1725	0.09744195174
1726	0.09742433592
1727	0.09740256772
1728	0.09738464223
1729	0.09737079532
1730	0.09735172184
1731	0.09733330651
1732	0.09731105194
1733	0.09729486857
1734	0.0972734933
1735	0.0972584917
1736	0.09723720295
1737	0.09721680219
1738	0.09720371675
1739	0.09718123063
1740	0.09715825364
1741	0.09714298971
1742	0.09712447277
1743	0.09711298201
1744	0.09709398553
1745	0.09707994382
1746	0.09706976512
1747	0.0970522016
1748	0.09703161131
1749	0.09701632103
1750	0.09700695531
1751	0.09698819661
1752	0.0969669622
1753	0.09694714513
1754	0.09692294415
1755	0.09690688629
1756	0.09688959465
1757	0.09687056011
1758	0.09685013666
1759	0.09683148442
1760	0.09681073067
1761	0.09679792909
1762	0.09677654835
1763	0.09676140917
1764	0.09674032123
1765	0.09671538357
1766	0.09669804453
1767	0.09668479177
1768	0.09666709149
1769	0.09664096801
1770	0.09662275303
1771	0.0965948591
1772	0.09657720388
1773	0.09656641688
1774	0.09655487087
1775	0.0965407103
1776	0.09651482561
1777	0.09649585171
1778	0.09647732805
1779	0.09645764148
1780	0.0964381449
1781	0.09642504687
1782	0.09640701223
1783	0.09638595817
1784	0.0963757167
1785	0.09635413307
1786	0.09633372903
1787	0.09631529138
1788	0.09629173621
1789	0.09626797624
1790	0.09625113889
1791	0.09623803
1792	0.09621699597
1793	0.09619393195
1794	0.09617229375
1795	0.09615700892
1796	0.09614675016
1797	0.09613400949
1798	0.09611425982
1799	0.09609803369
1800	0.09608396791
1801	0.09605984263
1802	0.0960363408
1803	0.09601313213
1804	0.09599548789
1805	0.09597204419
1806	0.09595375464
1807	0.09593092777
1808	0.09591468823
1809	0.09588845188
1810	0.09587146077
1811	0.09585785075
1812	0.09584961616
1813	0.09582783647
1814	0.0958055283
1815	0.09578767186
1816	0.09576175334
1817	0.09574964665
1818	0.09572897821
1819	0.09571483199
1820	0.09569890749
1821	0.09568621606
1822	0.09566778115
1823	0.09565287418
1824	0.09563843531
1825	0.0956146938
1826	0.09560031107
1827	0.09558532874
1828	0.09555814915
1829	0.09552952861
1830	0.09551707814
1831	0.09550564886
1832	0.09549119474
1833	0.0954750928
1834	0.09546009065
1835	0.0954431216
1836	0.09542467287
1837	0.09541179389
1838	0.09539457751
1839	0.0953682917
1840	0.09535514719
1841	0.09534126314
1842	0.09532091977
1843	0.09530099263
1844	0.09528799757
1845	0.09526224212
1846	0.09524877145
1847	0.09522806746
1848	0.09521085005
1849	0.09518170513
1850	0.09516430824
1851	0.09514808161
1852	0.095131577
1853	0.09511726188
1854	0.09510634719
1855	0.09508570841
1856	0.09507250101
1857	0.09505770531
1858	0.09502854331
1859	0.09501318834
1860	0.09499342431
1861	0.09497518745
1862	0.09495249829
1863	0.09493611557
1864	0.09491910684
1865	0.09490252676
1866	0.09488988203
1867	0.09487304952
1868	0.0948500436
1869	0.09483849593
1870	0.09481863347
1871	0.09480301169
1872	0.09478283022
1873	0.09476088722
1874	0.09474351538
1875	0.0947279484
1876	0.09470408017
1877	0.09468679979
1878	0.09466773844
1879	0.09465273377
1880	0.09463842879
1881	0.09461370733
1882	0.09459207045
1883	0.09458259265
1884	0.09456465453
1885	0.0945396951
1886	0.09452694217
1887	0.09451875951
1888	0.09449503915
1889	0.0944835665
1890	0.0944689044
1891	0.09444854135
1892	0.09443389386
1893	0.0944133244
1894	0.09439396746
1895	0.09437926001
1896	0.09436498581
1897	0.09435098083
1898	0.09433662091
1899	0.09431821943
1900	0.09429977984
1901	0.09427978832
1902	0.09426087778
1903	0.09424048176
1904	0.09422646221
1905	0.09420986338
1906	0.09419174392
1907	0.09416601287
1908	0.09414376729
1909	0.09412784056
1910	0.09411408264
1911	0.09409011756
1912	0.09407921764
1913	0.09406589215
1914	0.09405508815
1915	0.09403494476
1916	0.09401675419
1917	0.09399862685
1918	0.09398673098
1919	0.09397517182
1920	0.09396175904
1921	0.09394670932
1922	0.09392632726
1923	0.09391027511
1924	0.09389989846
1925	0.09388138665
1926	0.09387036695
1927	0.09385571326
1928	0.09383175317
1929	0.09381621704
1930	0.09379268536
1931	0.09377770069
1932	0.09376909945
1933	0.09375157332
1934	0.09373637318
1935	0.09372472311
1936	0.09370688697
1937	0.09369290626
1938	0.09367994352
1939	0.09366396287
1940	0.09364885394
1941	0.09362392703
1942	0.09360454823
1943	0.09358776748
1944	0.09357161055
1945	0.09355438626
1946	0.09353004712
1947	0.09351518716
1948	0.0934991493
1949	0.09348324634
1950	0.09346625822
1951	0.0934411569
1952	0.0934341772
1953	0.09342740465
1954	0.09341676135
1955	0.09340108819
1956	0.09338297359
1957	0.09337417514
1958	0.09334540061
1959	0.0933272312
1960	0.0933193918
1961	0.09330681723
1962	0.09329570274
1963	0.09328097618
1964	0.09327164628
1965	0.09324506725
1966	0.09323688131
1967	0.09322164756
1968	0.09321391055
1969	0.0931900279
1970	0.09316986265
1971	0.09315209587
1972	0.09313530995
1973	0.09312476541
1974	0.09310979867
1975	0.09308894926
1976	0.0930776165
1977	0.09305832597
1978	0.09304188412
1979	0.09302288054
1980	0.09300980274
1981	0.09298911482
1982	0.09296962525
1983	0.09295273725
1984	0.09294118146
1985	0.09292536014
1986	0.09291693848
1987	0.09290679218
1988	0.09289664112
1989	0.09287903364
1990	0.09286719608
1991	0.09284978525
1992	0.09282733799
1993	0.09280641699
1994	0.09279899199
1995	0.09277214891
1996	0.09275146018
1997	0.09273836698
1998	0.092720412
1999	0.09270500433
2000	0.09269012703
2001	0.0926693639
2002	0.09265500321
2003	0.09264224709
2004	0.09262424209
2005	0.09260023372
2006	0.09258419149
2007	0.09256185748
2008	0.09254742571
2009	0.09253112991
2010	0.09251206908
2011	0.09249431122
2012	0.09248095153
2013	0.09246868833
2014	0.09244446469
2015	0.09242042123
2016	0.09240604111
2017	0.09238864428
2018	0.09237283905
2019	0.09235317157
2020	0.09233419863
2021	0.09232005589
2022	0.09230819588
2023	0.09228668283
2024	0.09226496135
2025	0.09224344685
2026	0.09223191996
2027	0.09221602241
2028	0.09219293836
2029	0.09217814075
2030	0.09215222189
2031	0.0921422795
2032	0.09213197443
2033	0.09211913824
2034	0.09210296474
2035	0.09208493859
2036	0.09206137567
2037	0.09204185065
2038	0.09203229745
2039	0.09201100074
2040	0.09198943869
2041	0.09196603892
2042	0.09195780454
2043	0.09193859014
2044	0.09192893673
2045	0.09191490956
2046	0.09189334304
2047	0.09188640135
2048	0.09187881154
2049	0.09186467138
2050	0.09185036566
2051	0.09184177567
2052	0.09182550294
2053	0.09180981568
2054	0.09179897692
2055	0.09177754673
2056	0.09175463072
2057	0.09173725335
2058	0.09171975544
2059	0.09171179445
2060	0.09170183535
2061	0.09169129483
2062	0.09167647183
2063	0.0916537876
2064	0.09163079277
2065	0.09162475746
2066	0.09161197694
2067	0.09160095859
2068	0.09158899404
2069	0.091577011
2070	0.09156298902
2071	0.0915444868
2072	0.09153110368
2073	0.09152521355
2074	0.09150829058
2075	0.09148904244
2076	0.09147748113
2077	0.09146250505
2078	0.09144308137
2079	0.09143160714
2080	0.09141720358
2081	0.09139931226
2082	0.09138503413
2083	0.09137408884
2084	0.09136203601
2085	0.0913461496
2086	0.09133095017
2087	0.09131245788
2088	0.09129880519
2089	0.09128124887
2090	0.0912642749
2091	0.09125046059
2092	0.09123392449
2093	0.09122371899
2094	0.09121467789
2095	0.09120363212
2096	0.0911878875
2097	0.09117636906
2098	0.09116159143
2099	0.091148254
2100	0.09113390273
2101	0.09112338165
2102	0.09111125773
2103	0.09108954807
2104	0.0910825826
2105	0.09107120536
2106	0.09106134472
2107	0.09104250376
2108	0.09102395702
2109	0.09100441124
2110	0.09098826465
2111	0.09097804864
2112	0.09097063291
2113	0.09094896712
2114	0.09093569384
2115	0.09092667005
2116	0.09091073512
2117	0.09089481138
2118	0.09088248537
2119	0.09086523745
2120	0.09085918702
2121	0.09083922969
2122	0.09081300229
2123	0.09079860127
2124	0.09077730582
2125	0.09076835365
2126	0.09075379541
2127	0.09073501877
2128	0.09072052888
2129	0.09069955095
2130	0.09068596303
2131	0.09067951845
2132	0.09066811952
2133	0.09064629663
2134	0.09062636121
2135	0.09061716095
2136	0.09061084956
2137	0.09059617914
2138	0.09058279963
2139	0.09056323896
2140	0.0905518315
2141	0.09054143187
2142	0.09052571742
2143	0.09051278197
2144	0.09049419781
2145	0.09047790795
2146	0.09045998739
2147	0.09043713828
2148	0.09041961168
2149	0.09040857474
2150	0.090384049
2151	0.09036599362
2152	0.09035214777
2153	0.0903332427
2154	0.09031523577
2155	0.09030053867
2156	0.09028303748
2157	0.09026530386
2158	0.09024667267
2159	0.09023101066
2160	0.09021684695
2161	0.09020965833
2162	0.09020252649
2163	0.09018922723
2164	0.090173812
2165	0.09015781267
2166	0.09014237607
2167	0.09013388845
2168	0.0901259665
2169	0.09011835625
2170	0.09010669577
2171	0.09009399824
2172	0.0900839288
2173	0.09006811463
2174	0.09005277763
2175	0.09003884494
2176	0.09002053345
2177	0.09000525779
2178	0.08998793333
2179	0.0899717571
2180	0.08995125807
2181	0.08993656837
2182	0.08992025292
2183	0.089907329
2184	0.08988660902
2185	0.08986658631
2186	0.08985561328
2187	0.08983801342
2188	0.08982609084
2189	0.08982008767
2190	0.08980639557
2191	0.08978869417
2192	0.0897682063
2193	0.08975647869
2194	0.08973903408
2195	0.08972398237
2196	0.08971426183
2197	0.08969940243
2198	0.08969301866
2199	0.08968246388
2200	0.08966959078
2201	0.08965215936
2202	0.08964238859
2203	0.08962901219
2204	0.08961466464
2205	0.08959628138
2206	0.08958864936
2207	0.0895703936
2208	0.08955985498
2209	0.08954143808
2210	0.0895344059
2211	0.0895187036
2212	0.08949739714
2213	0.08948126798
2214	0.08947612743
2215	0.08946204732
2216	0.08944787676
2217	0.08943008155
2218	0.089411206
2219	0.08939846255
2220	0.08938459129
2221	0.08936467619
2222	0.08934510397
2223	0.08932772181
2224	0.08930737793
2225	0.08928984501
2226	0.08926784015
2227	0.08925867997
2228	0.0892425499
2229	0.08922249259
2230	0.08921147584
2231	0.08919961823
2232	0.08918815733
2233	0.0891684454
2234	0.08915535591
2235	0.08913980606
2236	0.0891228428
2237	0.08911561875
2238	0.08909854441
2239	0.08908930305
2240	0.08907103499
2241	0.08905752191
2242	0.08904983027
2243	0.08902786248
2244	0.08901311733
2245	0.08899206749
2246	0.08898359737
2247	0.08897314395
2248	0.08895901792
2249	0.0889408179
2250	0.08892378698
2251	0.08891033926
2252	0.08889066353
2253	0.08887933512
2254	0.0888630986
2255	0.08885022105
2256	0.08884051988
2257	0.08882186228
2258	0.08880912008
2259	0.08879386467
2260	0.08877867571
2261	0.08876179495
2262	0.08874724554
2263	0.08872775721
2264	0.08871455312
2265	0.08869550594
2266	0.08868689996
2267	0.08867368598
2268	0.08866077024
2269	0.08864727168
2270	0.08864205653
2271	0.08862939717
2272	0.08861441413
2273	0.08859465623
2274	0.08858321528
2275	0.08856661916
2276	0.08854914977
2277	0.08853052699
2278	0.08851759159
2279	0.08849846165
2280	0.08849137367
2281	0.08848173727
2282	0.08847326827
2283	0.08846396147
2284	0.08845904475
2285	0.08844565293
2286	0.08843741913
2287	0.08842378464
2288	0.08841026382
2289	0.0883941079
2290	0.08837493948
2291	0.08836377862
2292	0.08835036729
2293	0.08833956563
2294	0.08831944518
2295	0.08830965115
2296	0.08829364475
2297	0.08827951756
2298	0.08827070077
2299	0.08825158171
2300	0.08823924955
2301	0.08822314577
2302	0.08820763782
2303	0.08819025828
2304	0.08817802567
2305	0.08816142477
2306	0.08814786504
2307	0.08813553764
2308	0.08811610038
2309	0.08809850432
2310	0.08808937589
2311	0.08807044288
2312	0.0880589557
2313	0.08805046659
2314	0.08803577405
2315	0.08802388647
2316	0.08800439033
2317	0.08799397612
2318	0.08798154802
2319	0.08796474498
2320	0.08794284295
2321	0.08793084554
2322	0.08791632828
2323	0.08789772071
2324	0.08788453201
2325	0.08787064685
2326	0.08785339322
2327	0.08784217447
2328	0.08782516085
2329	0.08781074051
2330	0.08779824126
2331	0.087781082
2332	0.08776611814
2333	0.08775276186
2334	0.08773685093
2335	0.08772507249
2336	0.0877115573
2337	0.0876913574
2338	0.08767928904
2339	0.08766613841
2340	0.08765228798
2341	0.08764280346
2342	0.0876303632
2343	0.08762487682
2344	0.08761614691
2345	0.08760396854
2346	0.08759420127
2347	0.08758826324
2348	0.08756919006
2349	0.08755263079
2350	0.08753633261
2351	0.08751337667
2352	0.08749320432
2353	0.08747953507
2354	0.08746496588
2355	0.0874520545
2356	0.08743993056
2357	0.0874342571
2358	0.08742256471
2359	0.0874076805
2360	0.087395399
2361	0.0873875118
2362	0.0873794197
2363	0.0873624172
2364	0.08734926325
2365	0.08733946501
2366	0.0873271418
2367	0.08731919305
2368	0.08731043917
2369	0.08729756083
2370	0.08728103278
2371	0.08727542406
2372	0.08725677804
2373	0.08724958164
2374	0.0872374783
2375	0.08722589527
2376	0.08721476355
2377	0.08719493082
2378	0.08718139795
2379	0.08716773754
2380	0.08715148056
2381	0.0871348825
2382	0.08712994876
2383	0.08711682515
2384	0.08710025394
2385	0.08709369809
2386	0.08708130825
2387	0.08706487717
2388	0.08704523469
2389	0.08703585579
2390	0.08702073849
2391	0.08700339826
2392	0.08698933241
2393	0.08697537708
2394	0.08696743322
2395	0.08696098856
2396	0.08694857361
2397	0.08693142017
2398	0.08691445005
2399	0.08690181874
2400	0.08688586355
2401	0.08686861325
2402	0.08685921184
2403	0.08685160953
2404	0.08684390345
2405	0.08682669232
2406	0.08681738601
2407	0.0868021873
2408	0.08678856308
2409	0.08677627693
2410	0.08675546622
2411	0.08674771718
2412	0.08672990362
2413	0.08671972747
2414	0.0867046835
2415	0.08669547307
2416	0.08668768839
2417	0.08667743771
2418	0.08666174953
2419	0.08664739906
2420	0.08663388001
2421	0.0866289039
2422	0.08661711594
2423	0.08660659201
2424	0.08658367104
2425	0.08657729034
2426	0.08655941332
2427	0.08654593671
2428	0.08653425948
2429	0.08652258426
2430	0.08650562889
2431	0.08650070468
2432	0.08648822625
2433	0.08648047932
2434	0.08646824254
2435	0.08645246571
2436	0.08644340734
2437	0.08642962076
2438	0.08641387075
2439	0.08640480614
2440	0.08639282095
2441	0.08637837523
2442	0.08636347455
2443	0.08635301901
2444	0.08633918482
2445	0.08632713708
2446	0.08631429246
2447	0.08630201847
2448	0.08628744172
2449	0.08627067634
2450	0.08625841704
2451	0.08624677402
2452	0.0862275921
2453	0.08621031802
2454	0.0862034992
2455	0.08618997355
2456	0.0861815529
2457	0.08616687036
2458	0.08615159196
2459	0.08613693673
2460	0.08612526735
2461	0.08611555456
2462	0.08610943659
2463	0.08609637837
2464	0.0860827916
2465	0.08606916486
2466	0.08605410029
2467	0.08603961502
2468	0.0860233997
2469	0.08600774646
2470	0.08599299368
2471	0.08598595336
2472	0.08597445928
2473	0.08596782032
2474	0.08595423791
2475	0.08593780522
2476	0.0859285046
2477	0.08591502144
2478	0.08590534152
2479	0.0858946132
2480	0.08587976481
2481	0.08586801431
2482	0.08585334675
2483	0.08583876315
2484	0.08582327856
2485	0.08581249765
2486	0.08579965025
2487	0.08578445849
2488	0.0857770186
2489	0.08576542798
2490	0.0857488755
2491	0.08574368952
2492	0.08572955641
2493	0.08570741044
2494	0.08569017678
2495	0.08567851127
2496	0.08565854833
2497	0.08564696705
2498	0.0856346258
2499	0.08562311607
2500	0.08561074761
2501	0.08559594494
2502	0.08558100352
2503	0.08556667966
2504	0.08555797271
2505	0.08554539171
2506	0.08553582355
2507	0.08552140532
2508	0.08551645784
2509	0.08550286436
2510	0.08549226389
2511	0.08548407181
2512	0.08546785382
2513	0.08545064653
2514	0.08543595231
2515	0.08542488842
2516	0.0854151936
2517	0.08538864261
2518	0.08537356447
2519	0.0853606696
2520	0.08534443935
2521	0.08533352687
2522	0.08532181577
2523	0.08531054799
2524	0.08530205962
2525	0.08528771846
2526	0.08527922426
2527	0.08526651311
2528	0.0852593948
2529	0.08525124224
2530	0.08523533382
2531	0.08522379381
2532	0.08520988105
2533	0.08519213721
2534	0.08518029265
2535	0.08516615406
2536	0.08515233723
2537	0.08513852733
2538	0.08512771763
2539	0.08511538083
2540	0.08510902578
2541	0.0851015163
2542	0.08508625837
2543	0.08507652948
2544	0.0850655336
2545	0.08505082787
2546	0.08503140583
2547	0.0850200013
2548	0.08500540487
2549	0.08499660559
2550	0.08498148271
2551	0.08497033595
2552	0.08495849472
2553	0.08494509908
2554	0.08493109807
2555	0.08491308009
2556	0.08489835435
2557	0.08488618854
2558	0.08487572618
2559	0.08485933387
2560	0.08484676169
2561	0.08483458875
2562	0.08482021975
2563	0.08480550966
2564	0.08478639805
2565	0.08476854821
2566	0.08474964604
2567	0.08473784681
2568	0.08472852777
2569	0.08471381102
2570	0.08470504855
2571	0.08468737826
2572	0.08467720243
2573	0.08466670136
2574	0.08465243667
2575	0.08464713662
2576	0.0846262375
2577	0.08460888013
2578	0.08459731344
2579	0.08458308976
2580	0.08456697929
2581	0.08455040971
2582	0.0845346306
2583	0.08452107319
2584	0.08450842728
2585	0.08449676172
2586	0.0844848827
2587	0.08447295205
2588	0.08445749397
2589	0.08444295582
2590	0.08443100138
2591	0.08441855324
2592	0.08440746897
2593	0.08439752712
2594	0.08438560659
2595	0.08437930902
2596	0.08437475881
2597	0.08437024008
2598	0.08435312154
2599	0.08433987552
2600	0.08433399504
2601	0.08432050379
2602	0.08430876591
2603	0.08429894736
2604	0.0842896937
2605	0.08427813555
2606	0.08427088781
2607	0.08425382222
2608	0.0842379332
2609	0.08422363262
2610	0.08420844278
2611	0.08420210608
2612	0.08419114552
2613	0.08417823486
2614	0.08416475877
2615	0.08415290901
2616	0.08413591429
2617	0.08412660204
2618	0.0841127178
2619	0.08409501017
2620	0.08407944632
2621	0.0840666602
2622	0.08405260027
2623	0.08404278458
2624	0.08403605776
2625	0.08402771208
2626	0.08401342559
2627	0.0839985097
2628	0.08397753109
2629	0.08396514121
2630	0.08395233475
2631	0.08393901857
2632	0.08392558865
2633	0.08391335101
2634	0.08390248985
2635	0.08388749155
2636	0.08387623734
2637	0.08385656407
2638	0.0838499214
2639	0.08383114714
2640	0.08382022411
2641	0.08381367776
2642	0.08380416121
2643	0.08379024131
2644	0.08377378945
2645	0.08376044149
2646	0.08375233557
2647	0.08374122209
2648	0.08373111933
2649	0.0837218958
2650	0.08370353029
2651	0.08368799089
2652	0.08367456606
2653	0.08366101922
2654	0.08365051337
2655	0.08363722993
2656	0.08362181267
2657	0.08360755984
2658	0.08360319423
2659	0.08358988857
2660	0.08357870834
2661	0.08357199645
2662	0.08355932266
2663	0.0835456862
2664	0.08352532701
2665	0.08350872872
2666	0.08349582229
2667	0.08348988914
2668	0.08348107446
2669	0.08347644967
2670	0.08346408913
2671	0.08345009735
2672	0.08343986518
2673	0.08342397467
2674	0.08341381813
2675	0.0833982097
2676	0.08338812841
2677	0.08337665853
2678	0.08336579511
2679	0.08335332047
2680	0.0833390508
2681	0.08333039366
2682	0.08331780944
2683	0.08330569771
2684	0.08329345081
2685	0.08328002606
2686	0.08326819395
2687	0.08325282731
2688	0.08323425461
2689	0.08322622279
2690	0.08321322907
2691	0.08320536296
2692	0.08318676076
2693	0.0831720123
2694	0.08315816273
2695	0.08313897606
2696	0.08312558642
2697	0.08311341896
2698	0.08309987903
2699	0.08309201965
2700	0.08307742512
2701	0.08306060671
2702	0.08304675156
2703	0.08302732468
2704	0.08301673595
2705	0.08300471909
2706	0.08299743224
2707	0.08298553227
2708	0.08297403422
2709	0.0829617038
2710	0.08293743577
2711	0.08292824073
2712	0.08290831852
2713	0.0828923134
2714	0.08287677461
2715	0.08287174802
2716	0.08286328661
2717	0.08284862971
2718	0.08283895524
2719	0.08282589409
2720	0.08281242021
2721	0.0828014291
2722	0.0827881705
2723	0.08277746641
2724	0.08276352448
2725	0.08274911926
2726	0.08273594407
2727	0.08271787413
2728	0.08271211666
2729	0.08269959019
2730	0.0826872451
2731	0.08268105829
2732	0.08267058975
2733	0.08266377871
2734	0.0826518159
2735	0.0826398385
2736	0.08262343488
2737	0.08261323321
2738	0.08260704173
2739	0.0825928265
2740	0.08258382651
2741	0.08257346956
2742	0.08255742563
2743	0.0825470619
2744	0.0825333078
2745	0.08252828173
2746	0.0825226396
2747	0.08251191717
2748	0.08250157392
2749	0.08248871019
2750	0.08247410244
2751	0.08246396054
2752	0.08244759672
2753	0.08244254584
2754	0.08243253867
2755	0.08242253281
2756	0.08241223355
2757	0.08239496446
2758	0.0823795795
2759	0.08237275966
2760	0.08236719794
2761	0.08235724378
2762	0.08234094913
2763	0.08232883447
2764	0.08231330359
2765	0.08229743729
2766	0.08228978436
2767	0.08227667435
2768	0.08226895861
2769	0.08225199018
2770	0.08223805314
2771	0.08222535338
2772	0.08221390406
2773	0.08220393581
2774	0.08219141292
2775	0.08217828495
2776	0.08216512143
2777	0.08215096521
2778	0.0821413499
2779	0.0821238011
2780	0.08210847175
2781	0.08209996883
2782	0.08208812464
2783	0.08207132572
2784	0.08205838721
2785	0.08205347511
2786	0.08204674161
2787	0.08203710219
2788	0.08202926591
2789	0.08201597071
2790	0.0820028793
2791	0.08199216445
2792	0.08198110014
2793	0.08197125681
2794	0.08196152547
2795	0.08195450545
2796	0.08194550737
2797	0.08193531045
2798	0.08192524867
2799	0.08190910019
2800	0.08189622969
2801	0.08188572593
2802	0.08186944115
2803	0.08185765977
2804	0.08184949199
2805	0.08183743438
2806	0.08182547689
2807	0.0818071334
2808	0.08179305555
2809	0.08177711633
2810	0.08176320413
2811	0.08174800506
2812	0.08173972696
2813	0.08172860785
2814	0.0817176726
2815	0.08170374614
2816	0.0816975136
2817	0.08168200114
2818	0.08167581086
2819	0.08166856985
2820	0.08165867221
2821	0.08164401829
2822	0.08163079257
2823	0.08161650934
2824	0.08160467716
2825	0.08159345822
2826	0.08157676492
2827	0.08156904662
2828	0.08155298231
2829	0.08154192059
2830	0.08153231827
2831	0.08151809645
2832	0.08150379012
2833	0.08149733255
2834	0.08148906891
2835	0.0814698379
2836	0.08146053324
2837	0.08145305342
2838	0.08144325353
2839	0.08143209493
2840	0.08141127695
2841	0.08139786752
2842	0.08138790463
2843	0.08137564667
2844	0.08137031336
2845	0.08135944883
2846	0.08134851687
2847	0.08133738622
2848	0.08133028204
2849	0.08131329007
2850	0.08130090087
2851	0.08128362079
2852	0.08127174232
2853	0.08125853451
2854	0.08124755599
2855	0.08123905243
2856	0.08122539123
2857	0.08121378319
2858	0.08120559171
2859	0.08119090668
2860	0.08118194338
2861	0.08116300922
2862	0.08114834191
2863	0.0811410488
2864	0.08112848539
2865	0.08111482892
2866	0.08110223822
2867	0.08109437813
2868	0.08108523842
2869	0.08108013709
2870	0.08106774951
2871	0.08106078845
2872	0.0810527344
2873	0.08103983909
2874	0.08102876523
2875	0.08102187037
2876	0.0810137194
2877	0.08099710804
2878	0.08099048687
2879	0.08097509191
2880	0.08095955751
2881	0.08094725637
2882	0.08093983531
2883	0.08092551751
2884	0.08090981137
2885	0.08089752348
2886	0.08088927202
2887	0.0808763835
2888	0.08086223588
2889	0.08085154834
2890	0.08084586571
2891	0.08083154191
2892	0.0808218666
2893	0.0808136859
2894	0.08079627017
2895	0.08078677858
2896	0.08077576111
2897	0.08076593165
2898	0.0807550635
2899	0.08074575719
2900	0.08073520348
2901	0.08072558835
2902	0.08070687358
2903	0.08069644645
2904	0.08068515542
2905	0.08067464496
2906	0.08066340228
2907	0.08065656925
2908	0.08064795929
2909	0.08063805071
2910	0.08062731545
2911	0.08061742187
2912	0.08060602515
2913	0.08059228444
2914	0.08058081216
